name,path,width,height,area,wall_count,wall_rate,box_count,box_rate,target_count,box_on_target_count,effective_box_count,effective_box_rate
"Microban II_066","Assets/Resources/Levels/Microban2/Microban II_066.asset",14,14,196,60,0.306123,8,0.040816,8,0,8,0.040816
"Microban II_067","Assets/Resources/Levels/Microban2/Microban II_067.asset",10,10,100,36,0.36,8,0.08,8,4,4,0.04
"Microban II_068","Assets/Resources/Levels/Microban2/Microban II_068.asset",11,11,121,20,0.165289,12,0.099174,12,8,4,0.033058
"Microban II_069","Assets/Resources/Levels/Microban2/Microban II_069.asset",7,7,49,24,0.489796,8,0.163265,8,0,8,0.163265
"Microban II_070","Assets/Resources/Levels/Microban2/Microban II_070.asset",8,8,64,32,0.5,5,0.078125,5,0,5,0.078125
"Microban II_071","Assets/Resources/Levels/Microban2/Microban II_071.asset",8,8,64,32,0.5,6,0.09375,6,0,6,0.09375
"Microban II_072","Assets/Resources/Levels/Microban2/Microban II_072.asset",9,9,81,32,0.395062,16,0.197531,16,8,8,0.098765
"Microban II_073","Assets/Resources/Levels/Microban2/Microban II_073.asset",9,9,81,32,0.395062,12,0.148148,12,0,12,0.148148
"Microban II_074","Assets/Resources/Levels/Microban2/Microban II_074.asset",9,9,81,34,0.419753,12,0.148148,12,0,12,0.148148
"Microban II_075","Assets/Resources/Levels/Microban2/Microban II_075.asset",9,9,81,36,0.444444,12,0.148148,12,0,12,0.148148
"Microban II_076","Assets/Resources/Levels/Microban2/Microban II_076.asset",9,9,81,32,0.395062,12,0.148148,12,4,8,0.098765
"Microban II_077","Assets/Resources/Levels/Microban2/Microban II_077.asset",11,11,121,48,0.396694,8,0.066116,8,0,8,0.066116
"Microban II_078","Assets/Resources/Levels/Microban2/Microban II_078.asset",9,9,81,38,0.469136,8,0.098765,8,0,8,0.098765
"Microban II_079","Assets/Resources/Levels/Microban2/Microban II_079.asset",9,9,81,37,0.45679,4,0.049383,4,0,4,0.049383
"Microban II_080","Assets/Resources/Levels/Microban2/Microban II_080.asset",11,9,99,43,0.434343,4,0.040404,4,1,3,0.030303
"Microban II_081","Assets/Resources/Levels/Microban2/Microban II_081.asset",12,11,132,60,0.454546,4,0.030303,4,0,4,0.030303
"Microban II_082","Assets/Resources/Levels/Microban2/Microban II_082.asset",11,8,88,44,0.5,5,0.056818,5,1,4,0.045455
"Microban II_083","Assets/Resources/Levels/Microban2/Microban II_083.asset",12,10,120,44,0.366667,5,0.041667,5,0,5,0.041667
"Microban II_084","Assets/Resources/Levels/Microban2/Microban II_084.asset",8,12,96,49,0.510417,4,0.041667,4,0,4,0.041667
"Microban II_085","Assets/Resources/Levels/Microban2/Microban II_085.asset",13,13,169,58,0.343195,4,0.023669,4,0,4,0.023669
"Microban II_086","Assets/Resources/Levels/Microban2/Microban II_086.asset",10,13,130,49,0.376923,4,0.030769,4,0,4,0.030769
"Microban II_087","Assets/Resources/Levels/Microban2/Microban II_087.asset",12,13,156,50,0.320513,4,0.025641,4,0,4,0.025641
"Microban II_088","Assets/Resources/Levels/Microban2/Microban II_088.asset",8,7,56,27,0.482143,4,0.071429,4,1,3,0.053571
"Microban II_089","Assets/Resources/Levels/Microban2/Microban II_089.asset",8,9,72,34,0.472222,5,0.069444,5,3,2,0.027778
"Microban II_090","Assets/Resources/Levels/Microban2/Microban II_090.asset",7,10,70,30,0.428571,6,0.085714,6,2,4,0.057143
"Microban II_091","Assets/Resources/Levels/Microban2/Microban II_091.asset",9,13,117,46,0.393162,4,0.034188,4,0,4,0.034188
"Microban II_092","Assets/Resources/Levels/Microban2/Microban II_092.asset",15,8,120,53,0.441667,4,0.033333,4,0,4,0.033333
"Microban II_093","Assets/Resources/Levels/Microban2/Microban II_093.asset",8,13,104,48,0.461539,4,0.038462,4,0,4,0.038462
"Microban II_094","Assets/Resources/Levels/Microban2/Microban II_094.asset",18,10,180,72,0.4,5,0.027778,5,0,5,0.027778
"Microban II_095","Assets/Resources/Levels/Microban2/Microban II_095.asset",13,8,104,47,0.451923,5,0.048077,5,0,5,0.048077
"Microban II_096","Assets/Resources/Levels/Microban2/Microban II_096.asset",11,11,121,47,0.38843,5,0.041322,5,1,4,0.033058
"Microban II_097","Assets/Resources/Levels/Microban2/Microban II_097.asset",14,12,168,69,0.410714,5,0.029762,5,0,5,0.029762
"Microban II_098","Assets/Resources/Levels/Microban2/Microban II_098.asset",9,10,90,42,0.466667,4,0.044444,4,0,4,0.044444
"Microban II_099","Assets/Resources/Levels/Microban2/Microban II_099.asset",12,11,132,53,0.401515,5,0.037879,5,0,5,0.037879
"Microban II_100","Assets/Resources/Levels/Microban2/Microban II_100.asset",12,13,156,71,0.455128,5,0.032051,5,0,5,0.032051
"Microban II_101","Assets/Resources/Levels/Microban2/Microban II_101.asset",10,8,80,32,0.4,6,0.075,6,0,6,0.075
"Microban II_102","Assets/Resources/Levels/Microban2/Microban II_102.asset",12,14,168,63,0.375,5,0.029762,5,0,5,0.029762
"Microban II_103","Assets/Resources/Levels/Microban2/Microban II_103.asset",14,12,168,71,0.422619,4,0.02381,4,0,4,0.02381
"Microban II_104","Assets/Resources/Levels/Microban2/Microban II_104.asset",10,14,140,63,0.45,7,0.05,7,0,7,0.05
"Microban II_105","Assets/Resources/Levels/Microban2/Microban II_105.asset",8,8,64,28,0.4375,6,0.09375,6,3,3,0.046875
"Microban II_106","Assets/Resources/Levels/Microban2/Microban II_106.asset",7,10,70,34,0.485714,4,0.057143,4,1,3,0.042857
"Microban II_107","Assets/Resources/Levels/Microban2/Microban II_107.asset",9,11,99,45,0.454546,5,0.050505,5,0,5,0.050505
"Microban II_108","Assets/Resources/Levels/Microban2/Microban II_108.asset",11,11,121,40,0.330579,8,0.066116,8,0,8,0.066116
"Microban II_109","Assets/Resources/Levels/Microban2/Microban II_109.asset",10,10,100,36,0.36,12,0.12,12,0,12,0.12
"Microban II_110","Assets/Resources/Levels/Microban2/Microban II_110.asset",10,16,160,69,0.43125,4,0.025,4,0,4,0.025
"Microban II_111","Assets/Resources/Levels/Microban2/Microban II_111.asset",12,12,144,57,0.395833,6,0.041667,6,0,6,0.041667
"Microban II_112","Assets/Resources/Levels/Microban2/Microban II_112.asset",9,7,63,30,0.476191,8,0.126984,8,2,6,0.095238
"Microban II_113","Assets/Resources/Levels/Microban2/Microban II_113.asset",11,7,77,35,0.454546,10,0.12987,10,8,2,0.025974
"Microban II_114","Assets/Resources/Levels/Microban2/Microban II_114.asset",15,15,225,76,0.337778,8,0.035556,8,0,8,0.035556
"Microban II_115","Assets/Resources/Levels/Microban2/Microban II_115.asset",13,13,169,24,0.142012,16,0.094675,16,0,16,0.094675
"Microban II_116","Assets/Resources/Levels/Microban2/Microban II_116.asset",16,11,176,74,0.420455,4,0.022727,4,0,4,0.022727
"Microban II_117","Assets/Resources/Levels/Microban2/Microban II_117.asset",11,11,121,50,0.413223,4,0.033058,4,0,4,0.033058
"Microban II_118","Assets/Resources/Levels/Microban2/Microban II_118.asset",13,12,156,59,0.378205,6,0.038462,6,0,6,0.038462
"Microban II_119","Assets/Resources/Levels/Microban2/Microban II_119.asset",10,14,140,59,0.421429,6,0.042857,6,0,6,0.042857
"Microban II_120","Assets/Resources/Levels/Microban2/Microban II_120.asset",15,12,180,86,0.477778,6,0.033333,6,0,6,0.033333
"Microban II_121","Assets/Resources/Levels/Microban2/Microban II_121.asset",10,14,140,58,0.414286,6,0.042857,6,1,5,0.035714
"Microban II_122","Assets/Resources/Levels/Microban2/Microban II_122.asset",8,7,56,27,0.482143,4,0.071429,4,3,1,0.017857
"Microban II_123","Assets/Resources/Levels/Microban2/Microban II_123.asset",12,11,132,46,0.348485,4,0.030303,4,0,4,0.030303
"Microban II_124","Assets/Resources/Levels/Microban2/Microban II_124.asset",9,11,99,44,0.444444,12,0.121212,12,2,10,0.10101
"Microban II_125","Assets/Resources/Levels/Microban2/Microban II_125.asset",16,14,224,79,0.352679,5,0.022321,5,0,5,0.022321
"Microban II_126","Assets/Resources/Levels/Microban2/Microban II_126.asset",14,15,210,73,0.347619,8,0.038095,8,0,8,0.038095
"Microban II_127","Assets/Resources/Levels/Microban2/Microban II_127.asset",10,7,70,31,0.442857,5,0.071429,5,2,3,0.042857
"Microban II_128","Assets/Resources/Levels/Microban2/Microban II_128.asset",11,9,99,45,0.454546,4,0.040404,4,3,1,0.010101
"Microban II_129","Assets/Resources/Levels/Microban2/Microban II_129.asset",11,11,121,56,0.46281,4,0.033058,4,0,4,0.033058
"Microban II_130","Assets/Resources/Levels/Microban2/Microban II_130.asset",18,17,306,66,0.215686,24,0.078431,24,23,1,0.003268
"Microban II_131","Assets/Resources/Levels/Microban2/Microban II_131.asset",18,17,306,66,0.215686,44,0.143791,44,0,44,0.143791
"Microban II_132","Assets/Resources/Levels/Microban2/Microban II_132.asset",27,27,729,272,0.373114,1,0.001372,1,0,1,0.001372
"Microban II_133","Assets/Resources/Levels/Microban2/Microban II_133.asset",34,34,1156,500,0.432526,1,0.000865,1,0,1,0.000865
"Microban II_134","Assets/Resources/Levels/Microban2/Microban II_134.asset",37,37,1369,491,0.358656,1,0.00073,1,0,1,0.00073
"Microban II_135","Assets/Resources/Levels/Microban2/Microban II_135.asset",47,41,1927,671,0.34821,1,0.000519,1,0,1,0.000519
"Microban III_001","Assets/Resources/Levels/Microban3/Microban III_001.asset",8,8,64,28,0.4375,3,0.046875,3,0,3,0.046875
"Microban III_002","Assets/Resources/Levels/Microban3/Microban III_002.asset",7,6,42,22,0.52381,3,0.071429,3,2,1,0.02381
"Microban III_003","Assets/Resources/Levels/Microban3/Microban III_003.asset",7,8,56,30,0.535714,3,0.053571,3,0,3,0.053571
"Microban III_004","Assets/Resources/Levels/Microban3/Microban III_004.asset",6,9,54,29,0.537037,4,0.074074,4,2,2,0.037037
"Microban III_005","Assets/Resources/Levels/Microban3/Microban III_005.asset",10,6,60,28,0.466667,3,0.05,3,0,3,0.05
"Microban III_006","Assets/Resources/Levels/Microban3/Microban III_006.asset",8,7,56,33,0.589286,4,0.071429,4,2,2,0.035714
"Microban III_007","Assets/Resources/Levels/Microban3/Microban III_007.asset",9,9,81,37,0.45679,4,0.049383,4,0,4,0.049383
"Microban III_008","Assets/Resources/Levels/Microban3/Microban III_008.asset",16,8,128,64,0.5,4,0.03125,4,2,2,0.015625
"Microban III_009","Assets/Resources/Levels/Microban3/Microban III_009.asset",15,8,120,54,0.45,4,0.033333,4,0,4,0.033333
"Microban III_010","Assets/Resources/Levels/Microban3/Microban III_010.asset",9,7,63,31,0.492064,5,0.079365,5,0,5,0.079365
"Microban III_011","Assets/Resources/Levels/Microban3/Microban III_011.asset",13,8,104,48,0.461539,3,0.028846,3,0,3,0.028846
"Microban III_012","Assets/Resources/Levels/Microban3/Microban III_012.asset",8,8,64,30,0.46875,4,0.0625,4,0,4,0.0625
"Microban III_013","Assets/Resources/Levels/Microban3/Microban III_013.asset",7,8,56,27,0.482143,4,0.071429,4,3,1,0.017857
"Microban III_014","Assets/Resources/Levels/Microban3/Microban III_014.asset",8,8,64,32,0.5,4,0.0625,4,0,4,0.0625
"Microban III_015","Assets/Resources/Levels/Microban3/Microban III_015.asset",8,8,64,30,0.46875,4,0.0625,4,0,4,0.0625
"Microban III_016","Assets/Resources/Levels/Microban3/Microban III_016.asset",8,10,80,36,0.45,4,0.05,4,0,4,0.05
"Microban III_017","Assets/Resources/Levels/Microban3/Microban III_017.asset",9,8,72,38,0.527778,4,0.055556,4,1,3,0.041667
"Microban III_018","Assets/Resources/Levels/Microban3/Microban III_018.asset",9,7,63,30,0.476191,6,0.095238,6,4,2,0.031746
"Microban III_019","Assets/Resources/Levels/Microban3/Microban III_019.asset",9,8,72,30,0.416667,8,0.111111,8,0,8,0.111111
"Microban III_020","Assets/Resources/Levels/Microban3/Microban III_020.asset",11,9,99,40,0.40404,6,0.060606,6,5,1,0.010101
"Microban III_021","Assets/Resources/Levels/Microban3/Microban III_021.asset",9,10,90,39,0.433333,3,0.033333,3,0,3,0.033333
"Microban III_022","Assets/Resources/Levels/Microban3/Microban III_022.asset",11,14,154,65,0.422078,3,0.019481,3,0,3,0.019481
"Microban III_023","Assets/Resources/Levels/Microban3/Microban III_023.asset",15,15,225,72,0.32,8,0.035556,8,4,4,0.017778
"Microban III_024","Assets/Resources/Levels/Microban3/Microban III_024.asset",15,15,225,76,0.337778,8,0.035556,8,4,4,0.017778
"Microban III_025","Assets/Resources/Levels/Microban3/Microban III_025.asset",8,12,96,44,0.458333,6,0.0625,6,0,6,0.0625
"Microban III_026","Assets/Resources/Levels/Microban3/Microban III_026.asset",13,11,143,54,0.377622,3,0.020979,3,0,3,0.020979
"Microban III_027","Assets/Resources/Levels/Microban3/Microban III_027.asset",13,10,130,52,0.4,4,0.030769,4,0,4,0.030769
"Microban III_028","Assets/Resources/Levels/Microban3/Microban III_028.asset",10,7,70,32,0.457143,6,0.085714,6,0,6,0.085714
"Microban III_029","Assets/Resources/Levels/Microban3/Microban III_029.asset",12,8,96,40,0.416667,8,0.083333,8,0,8,0.083333
"Microban III_030","Assets/Resources/Levels/Microban3/Microban III_030.asset",11,8,88,39,0.443182,6,0.068182,6,3,3,0.034091
"Microban III_031","Assets/Resources/Levels/Microban3/Microban III_031.asset",12,11,132,51,0.386364,5,0.037879,5,0,5,0.037879
"Microban III_032","Assets/Resources/Levels/Microban3/Microban III_032.asset",16,11,176,66,0.375,4,0.022727,4,0,4,0.022727
"Microban III_033","Assets/Resources/Levels/Microban3/Microban III_033.asset",19,12,228,78,0.342105,6,0.026316,6,0,6,0.026316
"Microban III_034","Assets/Resources/Levels/Microban3/Microban III_034.asset",9,7,63,28,0.444444,5,0.079365,5,0,5,0.079365
"Microban III_035","Assets/Resources/Levels/Microban3/Microban III_035.asset",8,8,64,24,0.375,6,0.09375,6,2,4,0.0625
"Microban III_036","Assets/Resources/Levels/Microban3/Microban III_036.asset",11,11,121,60,0.495868,8,0.066116,8,0,8,0.066116
"Microban III_037","Assets/Resources/Levels/Microban3/Microban III_037.asset",10,8,80,32,0.4,4,0.05,4,0,4,0.05
"Microban III_038","Assets/Resources/Levels/Microban3/Microban III_038.asset",8,10,80,34,0.425,5,0.0625,5,0,5,0.0625
"Microban III_039","Assets/Resources/Levels/Microban3/Microban III_039.asset",10,12,120,44,0.366667,5,0.041667,5,0,5,0.041667
"Microban III_040","Assets/Resources/Levels/Microban3/Microban III_040.asset",11,14,154,72,0.467533,4,0.025974,4,0,4,0.025974
"Microban III_041","Assets/Resources/Levels/Microban3/Microban III_041.asset",10,11,110,51,0.463636,4,0.036364,4,0,4,0.036364
"Microban III_042","Assets/Resources/Levels/Microban3/Microban III_042.asset",11,10,110,47,0.427273,6,0.054545,6,0,6,0.054545
"Microban III_043","Assets/Resources/Levels/Microban3/Microban III_043.asset",11,11,121,40,0.330579,8,0.066116,8,0,8,0.066116
"Microban III_044","Assets/Resources/Levels/Microban3/Microban III_044.asset",8,9,72,30,0.416667,12,0.166667,12,6,6,0.083333
"Microban III_045","Assets/Resources/Levels/Microban3/Microban III_045.asset",11,12,132,62,0.469697,4,0.030303,4,0,4,0.030303
"Microban III_046","Assets/Resources/Levels/Microban3/Microban III_046.asset",14,14,196,104,0.530612,12,0.061224,12,0,12,0.061224
"Microban III_047","Assets/Resources/Levels/Microban3/Microban III_047.asset",15,13,195,86,0.441026,12,0.061538,12,4,8,0.041026
"Microban III_048","Assets/Resources/Levels/Microban3/Microban III_048.asset",9,7,63,34,0.539683,4,0.063492,4,2,2,0.031746
"Microban III_049","Assets/Resources/Levels/Microban3/Microban III_049.asset",8,8,64,34,0.53125,4,0.0625,4,2,2,0.03125
"Microban III_050","Assets/Resources/Levels/Microban3/Microban III_050.asset",8,8,64,35,0.546875,4,0.0625,4,2,2,0.03125
"Microban III_051","Assets/Resources/Levels/Microban3/Microban III_051.asset",9,9,81,35,0.432099,4,0.049383,4,2,2,0.024691
"Microban III_052","Assets/Resources/Levels/Microban3/Microban III_052.asset",9,10,90,37,0.411111,5,0.055556,5,3,2,0.022222
"Microban III_053","Assets/Resources/Levels/Microban3/Microban III_053.asset",9,10,90,37,0.411111,6,0.066667,6,4,2,0.022222
"Microban III_054","Assets/Resources/Levels/Microban3/Microban III_054.asset",16,12,192,66,0.34375,5,0.026042,5,0,5,0.026042
"Microban III_055","Assets/Resources/Levels/Microban3/Microban III_055.asset",11,11,121,56,0.46281,12,0.099174,12,0,12,0.099174
"Microban III_056","Assets/Resources/Levels/Microban3/Microban III_056.asset",11,11,121,44,0.363636,12,0.099174,12,0,12,0.099174
"Microban III_057","Assets/Resources/Levels/Microban3/Microban III_057.asset",13,13,169,64,0.378698,20,0.118343,20,0,20,0.118343
"Microban III_058","Assets/Resources/Levels/Microban3/Microban III_058.asset",15,15,225,76,0.337778,40,0.177778,40,0,40,0.177778
"Microban III_059","Assets/Resources/Levels/Microban3/Microban III_059.asset",17,11,187,92,0.491979,13,0.069519,13,0,13,0.069519
"Microban III_060","Assets/Resources/Levels/Microban3/Microban III_060.asset",8,10,80,43,0.5375,3,0.0375,3,0,3,0.0375
"Microban III_061","Assets/Resources/Levels/Microban3/Microban III_061.asset",8,7,56,28,0.5,3,0.053571,3,0,3,0.053571
"Microban III_062","Assets/Resources/Levels/Microban3/Microban III_062.asset",9,7,63,26,0.412698,3,0.047619,3,0,3,0.047619
"Microban III_063","Assets/Resources/Levels/Microban3/Microban III_063.asset",7,8,56,27,0.482143,3,0.053571,3,0,3,0.053571
"Microban III_064","Assets/Resources/Levels/Microban3/Microban III_064.asset",10,8,80,45,0.5625,3,0.0375,3,0,3,0.0375
"Microban III_065","Assets/Resources/Levels/Microban3/Microban III_065.asset",8,8,64,30,0.46875,3,0.046875,3,0,3,0.046875
"Microban III_066","Assets/Resources/Levels/Microban3/Microban III_066.asset",8,9,72,37,0.513889,3,0.041667,3,0,3,0.041667
"Microban III_067","Assets/Resources/Levels/Microban3/Microban III_067.asset",8,7,56,29,0.517857,3,0.053571,3,0,3,0.053571
"Microban III_068","Assets/Resources/Levels/Microban3/Microban III_068.asset",8,8,64,32,0.5,3,0.046875,3,0,3,0.046875
"Microban III_069","Assets/Resources/Levels/Microban3/Microban III_069.asset",7,9,63,28,0.444444,3,0.047619,3,2,1,0.015873
"Microban III_070","Assets/Resources/Levels/Microban3/Microban III_070.asset",8,9,72,33,0.458333,3,0.041667,3,2,1,0.013889
"Microban III_071","Assets/Resources/Levels/Microban3/Microban III_071.asset",6,8,48,24,0.5,4,0.083333,4,3,1,0.020833
"Microban III_072","Assets/Resources/Levels/Microban3/Microban III_072.asset",7,10,70,32,0.457143,4,0.057143,4,3,1,0.014286
"Microban III_073","Assets/Resources/Levels/Microban3/Microban III_073.asset",8,9,72,39,0.541667,3,0.041667,3,1,2,0.027778
"Microban III_074","Assets/Resources/Levels/Microban3/Microban III_074.asset",8,9,72,34,0.472222,3,0.041667,3,1,2,0.027778
"Microban III_075","Assets/Resources/Levels/Microban3/Microban III_075.asset",6,9,54,27,0.5,3,0.055556,3,1,2,0.037037
"Microban III_076","Assets/Resources/Levels/Microban3/Microban III_076.asset",7,10,70,38,0.542857,3,0.042857,3,1,2,0.028571
"Microban III_077","Assets/Resources/Levels/Microban3/Microban III_077.asset",8,10,80,36,0.45,3,0.0375,3,0,3,0.0375
"Microban III_078","Assets/Resources/Levels/Microban3/Microban III_078.asset",8,7,56,28,0.5,3,0.053571,3,0,3,0.053571
"Microban III_079","Assets/Resources/Levels/Microban3/Microban III_079.asset",8,7,56,28,0.5,3,0.053571,3,0,3,0.053571
"Microban III_080","Assets/Resources/Levels/Microban3/Microban III_080.asset",7,9,63,31,0.492064,3,0.047619,3,0,3,0.047619
"Microban III_081","Assets/Resources/Levels/Microban3/Microban III_081.asset",7,8,56,28,0.5,3,0.053571,3,1,2,0.035714
"Microban III_082","Assets/Resources/Levels/Microban3/Microban III_082.asset",6,8,48,26,0.541667,3,0.0625,3,1,2,0.041667
"Microban III_083","Assets/Resources/Levels/Microban3/Microban III_083.asset",9,9,81,36,0.444444,3,0.037037,3,1,2,0.024691
"Microban III_084","Assets/Resources/Levels/Microban3/Microban III_084.asset",9,7,63,40,0.634921,3,0.047619,3,1,2,0.031746
"Microban III_085","Assets/Resources/Levels/Microban3/Microban III_085.asset",8,8,64,32,0.5,3,0.046875,3,1,2,0.03125
"Microban III_086","Assets/Resources/Levels/Microban3/Microban III_086.asset",8,8,64,31,0.484375,3,0.046875,3,1,2,0.03125
"Microban III_087","Assets/Resources/Levels/Microban3/Microban III_087.asset",10,8,80,43,0.5375,3,0.0375,3,1,2,0.025
"Microban III_088","Assets/Resources/Levels/Microban3/Microban III_088.asset",10,10,100,46,0.46,3,0.03,3,1,2,0.02
"Microban III_089","Assets/Resources/Levels/Microban3/Microban III_089.asset",7,8,56,30,0.535714,3,0.053571,3,2,1,0.017857
"Microban III_090","Assets/Resources/Levels/Microban3/Microban III_090.asset",7,7,49,25,0.510204,3,0.061224,3,2,1,0.020408
"Microban III_091","Assets/Resources/Levels/Microban3/Microban III_091.asset",7,7,49,27,0.55102,3,0.061224,3,2,1,0.020408
"Microban III_092","Assets/Resources/Levels/Microban3/Microban III_092.asset",8,9,72,34,0.472222,3,0.041667,3,2,1,0.013889
"Microban III_093","Assets/Resources/Levels/Microban3/Microban III_093.asset",8,8,64,30,0.46875,3,0.046875,3,2,1,0.015625
"Microban III_094","Assets/Resources/Levels/Microban3/Microban III_094.asset",9,7,63,29,0.460318,3,0.047619,3,2,1,0.015873
"Microban III_095","Assets/Resources/Levels/Microban3/Microban III_095.asset",8,8,64,28,0.4375,3,0.046875,3,2,1,0.015625
"Microban III_096","Assets/Resources/Levels/Microban3/Microban III_096.asset",9,8,72,33,0.458333,3,0.041667,3,2,1,0.013889
"Microban III_097","Assets/Resources/Levels/Microban3/Microban III_097.asset",8,6,48,28,0.583333,3,0.0625,3,0,3,0.0625
"Microban III_098","Assets/Resources/Levels/Microban3/Microban III_098.asset",7,9,63,29,0.460318,3,0.047619,3,0,3,0.047619
"Microban III_099","Assets/Resources/Levels/Microban3/Microban III_099.asset",7,7,49,24,0.489796,3,0.061224,3,0,3,0.061224
"Microban III_100","Assets/Resources/Levels/Microban3/Microban III_100.asset",7,6,42,23,0.547619,3,0.071429,3,0,3,0.071429
"Microban III_101","Assets/Resources/Levels/Microban3/Microban III_101.asset",47,42,1974,614,0.311044,1,0.000507,1,0,1,0.000507
"Microban IV_001","Assets/Resources/Levels/Microban4/Microban IV_001.asset",8,6,48,25,0.520833,2,0.041667,2,1,1,0.020833
"Microban IV_002","Assets/Resources/Levels/Microban4/Microban IV_002.asset",11,7,77,33,0.428571,4,0.051948,4,2,2,0.025974
"Microban IV_003","Assets/Resources/Levels/Microban4/Microban IV_003.asset",8,7,56,28,0.5,6,0.107143,6,2,4,0.071429
"Microban IV_004","Assets/Resources/Levels/Microban4/Microban IV_004.asset",9,6,54,27,0.5,7,0.12963,7,0,7,0.12963
"Microban IV_005","Assets/Resources/Levels/Microban4/Microban IV_005.asset",15,7,105,44,0.419048,3,0.028571,3,0,3,0.028571
"Microban IV_006","Assets/Resources/Levels/Microban4/Microban IV_006.asset",16,8,128,52,0.40625,4,0.03125,4,0,4,0.03125
"Microban IV_007","Assets/Resources/Levels/Microban4/Microban IV_007.asset",9,10,90,48,0.533333,4,0.044444,4,0,4,0.044444
"Microban IV_008","Assets/Resources/Levels/Microban4/Microban IV_008.asset",8,8,64,28,0.4375,12,0.1875,12,0,12,0.1875
"Microban IV_009","Assets/Resources/Levels/Microban4/Microban IV_009.asset",11,11,121,40,0.330579,10,0.082645,10,6,4,0.033058
"Microban IV_010","Assets/Resources/Levels/Microban4/Microban IV_010.asset",14,12,168,54,0.321429,6,0.035714,6,2,4,0.02381
"Microban IV_011","Assets/Resources/Levels/Microban4/Microban IV_011.asset",7,8,56,28,0.5,6,0.107143,6,0,6,0.107143
"Microban IV_012","Assets/Resources/Levels/Microban4/Microban IV_012.asset",7,9,63,33,0.52381,6,0.095238,6,1,5,0.079365
"Microban IV_013","Assets/Resources/Levels/Microban4/Microban IV_013.asset",7,9,63,31,0.492064,4,0.063492,4,1,3,0.047619
"Microban IV_014","Assets/Resources/Levels/Microban4/Microban IV_014.asset",8,9,72,34,0.472222,3,0.041667,3,0,3,0.041667
"Microban IV_015","Assets/Resources/Levels/Microban4/Microban IV_015.asset",11,7,77,38,0.493507,4,0.051948,4,3,1,0.012987
"Microban IV_016","Assets/Resources/Levels/Microban4/Microban IV_016.asset",9,7,63,32,0.507937,3,0.047619,3,2,1,0.015873
"Microban IV_017","Assets/Resources/Levels/Microban4/Microban IV_017.asset",7,8,56,27,0.482143,5,0.089286,5,2,3,0.053571
"Microban IV_018","Assets/Resources/Levels/Microban4/Microban IV_018.asset",10,9,90,40,0.444444,6,0.066667,6,4,2,0.022222
"Microban IV_019","Assets/Resources/Levels/Microban4/Microban IV_019.asset",8,8,64,34,0.53125,3,0.046875,3,0,3,0.046875
"Microban IV_020","Assets/Resources/Levels/Microban4/Microban IV_020.asset",8,7,56,28,0.5,4,0.071429,4,2,2,0.035714
"Microban IV_021","Assets/Resources/Levels/Microban4/Microban IV_021.asset",8,9,72,37,0.513889,4,0.055556,4,1,3,0.041667
"Microban IV_022","Assets/Resources/Levels/Microban4/Microban IV_022.asset",9,7,63,29,0.460318,4,0.063492,4,2,2,0.031746
"Microban IV_023","Assets/Resources/Levels/Microban4/Microban IV_023.asset",9,11,99,36,0.363636,6,0.060606,6,4,2,0.020202
"Microban IV_024","Assets/Resources/Levels/Microban4/Microban IV_024.asset",11,10,110,45,0.409091,4,0.036364,4,1,3,0.027273
"Microban IV_025","Assets/Resources/Levels/Microban4/Microban IV_025.asset",15,8,120,60,0.5,4,0.033333,4,0,4,0.033333
"Microban IV_026","Assets/Resources/Levels/Microban4/Microban IV_026.asset",8,9,72,34,0.472222,4,0.055556,4,0,4,0.055556
"Microban IV_027","Assets/Resources/Levels/Microban4/Microban IV_027.asset",10,8,80,35,0.4375,4,0.05,4,2,2,0.025
"Microban IV_028","Assets/Resources/Levels/Microban4/Microban IV_028.asset",11,9,99,40,0.40404,7,0.070707,7,6,1,0.010101
"Microban IV_029","Assets/Resources/Levels/Microban4/Microban IV_029.asset",13,9,117,44,0.376068,9,0.076923,9,8,1,0.008547
"Microban IV_030","Assets/Resources/Levels/Microban4/Microban IV_030.asset",13,17,221,74,0.334842,6,0.027149,6,0,6,0.027149
"Microban IV_031","Assets/Resources/Levels/Microban4/Microban IV_031.asset",8,8,64,29,0.453125,4,0.0625,4,1,3,0.046875
"Microban IV_032","Assets/Resources/Levels/Microban4/Microban IV_032.asset",10,10,100,49,0.49,6,0.06,6,0,6,0.06
"Microban IV_033","Assets/Resources/Levels/Microban4/Microban IV_033.asset",9,9,81,43,0.530864,6,0.074074,6,4,2,0.024691
"Microban IV_034","Assets/Resources/Levels/Microban4/Microban IV_034.asset",9,8,72,35,0.486111,7,0.097222,7,3,4,0.055556
"Microban IV_035","Assets/Resources/Levels/Microban4/Microban IV_035.asset",9,9,81,36,0.444444,8,0.098765,8,0,8,0.098765
"Microban IV_036","Assets/Resources/Levels/Microban4/Microban IV_036.asset",12,12,144,76,0.527778,8,0.055556,8,0,8,0.055556
"Microban IV_037","Assets/Resources/Levels/Microban4/Microban IV_037.asset",9,9,81,32,0.395062,12,0.148148,12,4,8,0.098765
"Microban IV_038","Assets/Resources/Levels/Microban4/Microban IV_038.asset",9,9,81,32,0.395062,12,0.148148,12,0,12,0.148148
"Microban IV_039","Assets/Resources/Levels/Microban4/Microban IV_039.asset",20,12,240,84,0.35,3,0.0125,3,0,3,0.0125
